vendor_id,event_quarter,event_type,source,present,detected,detected_quarter,lead_vs_regime_change,lead_vs_revenue_realization
V0203,2025Q2,acceleration,jobs,True,True,2025Q2,0.0,2.0
V0203,2025Q2,acceleration,web,True,True,2025Q2,0.0,2.0
V0203,2025Q2,acceleration,spend,True,False,,,
V0205,2025Q2,acceleration,jobs,False,False,,,
V0205,2025Q2,acceleration,web,True,False,,,
V0205,2025Q2,acceleration,spend,False,False,,,
V0208,2024Q2,acceleration,jobs,True,True,2024Q2,0.0,2.0
V0208,2024Q2,acceleration,web,True,True,2024Q1,1.0,3.0
V0208,2024Q2,acceleration,spend,False,False,,,
V0209,2024Q1,stall,jobs,False,False,,,
V0209,2024Q1,stall,web,True,True,2024Q1,0.0,2.0
V0209,2024Q1,stall,spend,False,False,,,
V0210,2025Q2,stall,jobs,True,True,2025Q2,0.0,2.0
V0210,2025Q2,stall,web,True,True,2025Q1,1.0,3.0
V0210,2025Q2,stall,spend,True,True,2024Q4,2.0,4.0
V0211,2024Q1,stall,jobs,False,False,,,
V0211,2024Q1,stall,web,True,True,2024Q1,0.0,2.0
V0211,2024Q1,stall,spend,True,True,2024Q2,-1.0,1.0
V0212,2024Q1,stall,jobs,True,False,,,
V0212,2024Q1,stall,web,True,True,2023Q4,1.0,3.0
V0212,2024Q1,stall,spend,False,False,,,
V0212,2024Q4,stall,jobs,True,False,,,
V0212,2024Q4,stall,web,True,False,,,
V0212,2024Q4,stall,spend,False,False,,,
V0213,2023Q4,stall,jobs,True,False,,,
V0213,2023Q4,stall,web,False,False,,,
V0213,2023Q4,stall,spend,False,False,,,
V0213,2024Q2,stall,jobs,True,False,,,
V0213,2024Q2,stall,web,False,False,,,
V0213,2024Q2,stall,spend,False,False,,,
V0215,2023Q4,stall,jobs,True,False,,,
V0215,2023Q4,stall,web,True,True,2024Q1,-1.0,1.0
V0215,2023Q4,stall,spend,False,False,,,
V0219,2024Q2,stall,jobs,False,False,,,
V0219,2024Q2,stall,web,True,True,2024Q1,1.0,3.0
V0219,2024Q2,stall,spend,True,True,2024Q3,-1.0,1.0
V0222,2024Q4,stall,jobs,False,False,,,
V0222,2024Q4,stall,web,True,True,2024Q3,1.0,3.0
V0222,2024Q4,stall,spend,False,False,,,
V0224,2024Q1,stall,jobs,False,False,,,
V0224,2024Q1,stall,web,True,True,2023Q4,1.0,3.0
V0224,2024Q1,stall,spend,False,False,,,
V0225,2025Q2,acceleration,jobs,True,True,2025Q1,1.0,3.0
V0225,2025Q2,acceleration,web,False,False,,,
V0225,2025Q2,acceleration,spend,False,False,,,
V0226,2025Q1,stall,jobs,True,True,2024Q4,1.0,3.0
V0226,2025Q1,stall,web,True,True,2024Q3,2.0,4.0
V0226,2025Q1,stall,spend,False,False,,,
V0227,2024Q4,acceleration,jobs,False,False,,,
V0227,2024Q4,acceleration,web,True,True,2024Q3,1.0,3.0
V0227,2024Q4,acceleration,spend,False,False,,,
V0230,2024Q3,acceleration,jobs,True,True,2024Q3,0.0,2.0
V0230,2024Q3,acceleration,web,True,True,2024Q3,0.0,2.0
V0230,2024Q3,acceleration,spend,False,False,,,
V0231,2025Q2,stall,jobs,False,False,,,
V0231,2025Q2,stall,web,False,False,,,
V0231,2025Q2,stall,spend,False,False,,,
V0232,2024Q4,acceleration,jobs,False,False,,,
V0232,2024Q4,acceleration,web,True,True,2025Q2,-2.0,0.0
V0232,2024Q4,acceleration,spend,False,False,,,
V0233,2025Q2,stall,jobs,True,True,2025Q2,0.0,2.0
V0233,2025Q2,stall,web,True,True,2025Q3,-1.0,1.0
V0233,2025Q2,stall,spend,True,True,2024Q4,2.0,4.0
V0234,2024Q1,stall,jobs,True,True,2024Q2,-1.0,1.0
V0234,2024Q1,stall,web,True,True,2024Q3,-2.0,0.0
V0234,2024Q1,stall,spend,True,True,2024Q2,-1.0,1.0
V0237,2023Q4,stall,jobs,True,False,,,
V0237,2023Q4,stall,web,True,True,2024Q1,-1.0,1.0
V0237,2023Q4,stall,spend,True,True,2023Q4,0.0,2.0
V0239,2024Q2,stall,jobs,False,False,,,
V0239,2024Q2,stall,web,False,False,,,
V0239,2024Q2,stall,spend,True,True,2023Q4,2.0,4.0
V0241,2025Q1,stall,jobs,False,False,,,
V0241,2025Q1,stall,web,True,True,2025Q1,0.0,2.0
V0241,2025Q1,stall,spend,True,True,2024Q3,2.0,4.0
V0244,2024Q2,acceleration,jobs,False,False,,,
V0244,2024Q2,acceleration,web,False,False,,,
V0244,2024Q2,acceleration,spend,True,True,2024Q2,0.0,2.0
V0245,2025Q2,stall,jobs,False,False,,,
V0245,2025Q2,stall,web,True,True,2024Q4,2.0,4.0
V0245,2025Q2,stall,spend,False,False,,,
V0246,2024Q2,acceleration,jobs,False,False,,,
V0246,2024Q2,acceleration,web,True,True,2023Q4,2.0,4.0
V0246,2024Q2,acceleration,spend,True,True,2024Q4,-2.0,0.0
V0247,2024Q1,stall,jobs,True,True,2024Q2,-1.0,1.0
V0247,2024Q1,stall,web,True,True,2024Q1,0.0,2.0
V0247,2024Q1,stall,spend,True,True,2024Q3,-2.0,0.0
V0250,2024Q4,stall,jobs,True,True,2025Q1,-1.0,1.0
V0250,2024Q4,stall,web,True,True,2024Q2,2.0,4.0
V0250,2024Q4,stall,spend,False,False,,,
V0251,2025Q2,stall,jobs,False,False,,,
V0251,2025Q2,stall,web,True,True,2025Q2,0.0,2.0
V0251,2025Q2,stall,spend,True,True,2024Q4,2.0,4.0
V0252,2024Q3,stall,jobs,True,True,2024Q3,0.0,2.0
V0252,2024Q3,stall,web,True,True,2024Q2,1.0,3.0
V0252,2024Q3,stall,spend,True,True,2024Q1,2.0,4.0
V0252,2025Q1,stall,jobs,True,True,2024Q3,2.0,4.0
V0252,2025Q1,stall,web,True,True,2024Q4,1.0,3.0
V0252,2025Q1,stall,spend,True,True,2024Q4,1.0,3.0
V0253,2024Q2,acceleration,jobs,False,False,,,
V0253,2024Q2,acceleration,web,True,True,2023Q4,2.0,4.0
V0253,2024Q2,acceleration,spend,True,True,2024Q4,-2.0,0.0
V0256,2024Q4,stall,jobs,False,False,,,
V0256,2024Q4,stall,web,True,True,2024Q3,1.0,3.0
V0256,2024Q4,stall,spend,False,False,,,
V0257,2024Q2,acceleration,jobs,False,False,,,
V0257,2024Q2,acceleration,web,True,True,2024Q1,1.0,3.0
V0257,2024Q2,acceleration,spend,True,True,2024Q3,-1.0,1.0
V0258,2025Q1,stall,jobs,True,True,2025Q1,0.0,2.0
V0258,2025Q1,stall,web,True,True,2024Q3,2.0,4.0
V0258,2025Q1,stall,spend,False,False,,,
V0261,2024Q3,stall,jobs,False,False,,,
V0261,2024Q3,stall,web,True,True,2024Q3,0.0,2.0
V0261,2024Q3,stall,spend,False,False,,,
V0263,2024Q3,stall,jobs,True,True,2024Q3,0.0,2.0
V0263,2024Q3,stall,web,True,True,2024Q1,2.0,4.0
V0263,2024Q3,stall,spend,False,False,,,
V0264,2024Q2,acceleration,jobs,True,True,2024Q2,0.0,2.0
V0264,2024Q2,acceleration,web,True,True,2023Q4,2.0,4.0
V0264,2024Q2,acceleration,spend,False,False,,,
V0265,2025Q2,stall,jobs,False,False,,,
V0265,2025Q2,stall,web,True,True,2024Q4,2.0,4.0
V0265,2025Q2,stall,spend,False,False,,,
V0266,2024Q4,stall,jobs,True,True,2024Q4,0.0,2.0
V0266,2024Q4,stall,web,False,False,,,
V0266,2024Q4,stall,spend,False,False,,,
V0267,2024Q4,acceleration,jobs,True,True,2024Q3,1.0,3.0
V0267,2024Q4,acceleration,web,True,True,2024Q3,1.0,3.0
V0267,2024Q4,acceleration,spend,True,True,2024Q2,2.0,4.0
V0269,2023Q4,acceleration,jobs,False,False,,,
V0269,2023Q4,acceleration,web,True,True,2024Q1,-1.0,1.0
V0269,2023Q4,acceleration,spend,False,False,,,
V0270,2024Q1,stall,jobs,True,True,2024Q2,-1.0,1.0
V0270,2024Q1,stall,web,True,True,2024Q1,0.0,2.0
V0270,2024Q1,stall,spend,True,True,2024Q2,-1.0,1.0
V0272,2024Q1,stall,jobs,False,False,,,
V0272,2024Q1,stall,web,True,True,2024Q2,-1.0,1.0
V0272,2024Q1,stall,spend,False,False,,,
V0273,2024Q2,stall,jobs,False,False,,,
V0273,2024Q2,stall,web,True,True,2023Q4,2.0,4.0
V0273,2024Q2,stall,spend,False,False,,,
V0274,2024Q4,stall,jobs,True,True,2024Q4,0.0,2.0
V0274,2024Q4,stall,web,True,True,2024Q2,2.0,4.0
V0274,2024Q4,stall,spend,False,False,,,
V0275,2025Q2,stall,jobs,True,True,2025Q2,0.0,2.0
V0275,2025Q2,stall,web,True,True,2025Q1,1.0,3.0
V0275,2025Q2,stall,spend,True,True,2024Q4,2.0,4.0
V0277,2023Q4,stall,jobs,False,False,,,
V0277,2023Q4,stall,web,True,True,2023Q4,0.0,2.0
V0277,2023Q4,stall,spend,False,False,,,
V0279,2024Q2,stall,jobs,True,True,2024Q2,0.0,2.0
V0279,2024Q2,stall,web,True,True,2023Q4,2.0,4.0
V0279,2024Q2,stall,spend,False,False,,,
V0284,2025Q1,acceleration,jobs,False,False,,,
V0284,2025Q1,acceleration,web,True,True,2024Q4,1.0,3.0
V0284,2025Q1,acceleration,spend,False,False,,,
V0285,2023Q4,stall,jobs,True,False,,,
V0285,2023Q4,stall,web,True,False,,,
V0285,2023Q4,stall,spend,False,False,,,
V0286,2024Q3,acceleration,jobs,True,True,2024Q2,1.0,3.0
V0286,2024Q3,acceleration,web,True,True,2024Q1,2.0,4.0
V0286,2024Q3,acceleration,spend,False,False,,,
V0288,2024Q3,stall,jobs,False,False,,,
V0288,2024Q3,stall,web,True,True,2024Q1,2.0,4.0
V0288,2024Q3,stall,spend,False,False,,,
V0289,2024Q3,stall,jobs,False,False,,,
V0289,2024Q3,stall,web,True,True,2024Q4,-1.0,1.0
V0289,2024Q3,stall,spend,False,False,,,
V0292,2024Q3,stall,jobs,False,False,,,
V0292,2024Q3,stall,web,True,True,2024Q3,0.0,2.0
V0292,2024Q3,stall,spend,False,False,,,
V0296,2025Q2,acceleration,jobs,False,False,,,
V0296,2025Q2,acceleration,web,True,True,2025Q1,1.0,3.0
V0296,2025Q2,acceleration,spend,False,False,,,
V0297,2024Q4,stall,jobs,False,False,,,
V0297,2024Q4,stall,web,True,True,2024Q4,0.0,2.0
V0297,2024Q4,stall,spend,False,False,,,
V0298,2024Q1,stall,jobs,False,False,,,
V0298,2024Q1,stall,web,True,True,2024Q3,-2.0,0.0
V0298,2024Q1,stall,spend,False,False,,,
V0298,2024Q3,stall,jobs,False,False,,,
V0298,2024Q3,stall,web,True,True,2024Q3,0.0,2.0
V0298,2024Q3,stall,spend,False,False,,,
V0299,2025Q1,acceleration,jobs,True,True,2024Q4,1.0,3.0
V0299,2025Q1,acceleration,web,True,True,2024Q3,2.0,4.0
V0299,2025Q1,acceleration,spend,False,False,,,
V0300,2024Q3,stall,jobs,True,True,2024Q3,0.0,2.0
V0300,2024Q3,stall,web,True,True,2024Q4,-1.0,1.0
V0300,2024Q3,stall,spend,False,False,,,
V0300,2025Q1,stall,jobs,True,True,2024Q3,2.0,4.0
V0300,2025Q1,stall,web,True,True,2024Q4,1.0,3.0
V0300,2025Q1,stall,spend,False,False,,,
V0301,2023Q4,stall,jobs,True,False,,,
V0301,2023Q4,stall,web,True,True,2023Q4,0.0,2.0
V0301,2023Q4,stall,spend,True,True,2023Q4,0.0,2.0
V0303,2024Q4,acceleration,jobs,False,False,,,
V0303,2024Q4,acceleration,web,True,True,2024Q3,1.0,3.0
V0303,2024Q4,acceleration,spend,False,False,,,
V0304,2023Q4,stall,jobs,True,False,,,
V0304,2023Q4,stall,web,True,True,2023Q4,0.0,2.0
V0304,2023Q4,stall,spend,False,False,,,
V0305,2024Q2,acceleration,jobs,True,True,2024Q2,0.0,2.0
V0305,2024Q2,acceleration,web,True,True,2024Q2,0.0,2.0
V0305,2024Q2,acceleration,spend,False,False,,,
V0306,2024Q2,acceleration,jobs,True,True,2024Q2,0.0,2.0
V0306,2024Q2,acceleration,web,True,True,2023Q4,2.0,4.0
V0306,2024Q2,acceleration,spend,False,False,,,
V0307,2025Q1,stall,jobs,False,False,,,
V0307,2025Q1,stall,web,True,True,2024Q4,1.0,3.0
V0307,2025Q1,stall,spend,False,False,,,
V0308,2024Q4,acceleration,jobs,False,False,,,
V0308,2024Q4,acceleration,web,True,True,2024Q2,2.0,4.0
V0308,2024Q4,acceleration,spend,False,False,,,
V0309,2024Q2,acceleration,jobs,False,False,,,
V0309,2024Q2,acceleration,web,True,True,2024Q3,-1.0,1.0
V0309,2024Q2,acceleration,spend,False,False,,,
V0310,2024Q4,stall,jobs,False,False,,,
V0310,2024Q4,stall,web,True,True,2025Q1,-1.0,1.0
V0310,2024Q4,stall,spend,False,False,,,
V0311,2024Q3,acceleration,jobs,True,True,2024Q3,0.0,2.0
V0311,2024Q3,acceleration,web,True,True,2025Q1,-2.0,0.0
V0311,2024Q3,acceleration,spend,False,False,,,
V0313,2024Q2,stall,jobs,False,False,,,
V0313,2024Q2,stall,web,True,True,2024Q2,0.0,2.0
V0313,2024Q2,stall,spend,False,False,,,
V0315,2024Q1,stall,jobs,False,False,,,
V0315,2024Q1,stall,web,True,True,2024Q1,0.0,2.0
V0315,2024Q1,stall,spend,False,False,,,
V0316,2024Q4,stall,jobs,False,False,,,
V0316,2024Q4,stall,web,True,True,2024Q3,1.0,3.0
V0316,2024Q4,stall,spend,False,False,,,
V0316,2025Q2,stall,jobs,False,False,,,
V0316,2025Q2,stall,web,True,True,2025Q1,1.0,3.0
V0316,2025Q2,stall,spend,False,False,,,
V0318,2024Q3,acceleration,jobs,False,False,,,
V0318,2024Q3,acceleration,web,True,True,2024Q1,2.0,4.0
V0318,2024Q3,acceleration,spend,False,False,,,
V0320,2024Q2,stall,jobs,False,False,,,
V0320,2024Q2,stall,web,True,True,2023Q4,2.0,4.0
V0320,2024Q2,stall,spend,False,False,,,
V0321,2025Q2,acceleration,jobs,False,False,,,
V0321,2025Q2,acceleration,web,False,False,,,
V0321,2025Q2,acceleration,spend,False,False,,,
V0322,2024Q1,acceleration,jobs,False,False,,,
V0322,2024Q1,acceleration,web,True,True,2024Q2,-1.0,1.0
V0322,2024Q1,acceleration,spend,False,False,,,
V0324,2024Q3,stall,jobs,False,False,,,
V0324,2024Q3,stall,web,True,True,2024Q3,0.0,2.0
V0324,2024Q3,stall,spend,False,False,,,
V0326,2024Q4,acceleration,jobs,False,False,,,
V0326,2024Q4,acceleration,web,True,True,2024Q3,1.0,3.0
V0326,2024Q4,acceleration,spend,False,False,,,
V0328,2024Q3,stall,jobs,False,False,,,
V0328,2024Q3,stall,web,True,True,2024Q1,2.0,4.0
V0328,2024Q3,stall,spend,False,False,,,
V0330,2024Q4,acceleration,jobs,True,True,2024Q3,1.0,3.0
V0330,2024Q4,acceleration,web,True,True,2024Q4,0.0,2.0
V0330,2024Q4,acceleration,spend,True,True,2024Q4,0.0,2.0
V0331,2024Q4,stall,jobs,False,False,,,
V0331,2024Q4,stall,web,True,True,2024Q3,1.0,3.0
V0331,2024Q4,stall,spend,False,False,,,
V0333,2024Q4,stall,jobs,False,False,,,
V0333,2024Q4,stall,web,True,False,,,
V0333,2024Q4,stall,spend,False,False,,,
V0334,2024Q4,stall,jobs,False,False,,,
V0334,2024Q4,stall,web,True,True,2024Q4,0.0,2.0
V0334,2024Q4,stall,spend,False,False,,,
V0341,2024Q1,stall,jobs,False,False,,,
V0341,2024Q1,stall,web,False,False,,,
V0341,2024Q1,stall,spend,True,True,2023Q4,1.0,3.0
V0341,2024Q4,stall,jobs,False,False,,,
V0341,2024Q4,stall,web,False,False,,,
V0341,2024Q4,stall,spend,True,True,2024Q3,1.0,3.0
V0345,2025Q2,stall,jobs,True,True,2025Q2,0.0,2.0
V0345,2025Q2,stall,web,True,True,2025Q2,0.0,2.0
V0345,2025Q2,stall,spend,False,False,,,
V0347,2024Q3,stall,jobs,True,False,,,
V0347,2024Q3,stall,web,True,True,2024Q1,2.0,4.0
V0347,2024Q3,stall,spend,True,True,2024Q1,2.0,4.0
V0348,2024Q2,acceleration,jobs,False,False,,,
V0348,2024Q2,acceleration,web,True,True,2024Q3,-1.0,1.0
V0348,2024Q2,acceleration,spend,False,False,,,
V0349,2025Q1,stall,jobs,True,True,2025Q1,0.0,2.0
V0349,2025Q1,stall,web,True,True,2024Q4,1.0,3.0
V0349,2025Q1,stall,spend,True,True,2025Q1,0.0,2.0
V0350,2024Q2,stall,jobs,False,False,,,
V0350,2024Q2,stall,web,True,True,2024Q2,0.0,2.0
V0350,2024Q2,stall,spend,False,False,,,
V0351,2023Q4,stall,jobs,True,False,,,
V0351,2023Q4,stall,web,True,True,2024Q2,-2.0,0.0
V0351,2023Q4,stall,spend,True,True,2024Q2,-2.0,0.0
V0352,2025Q2,stall,jobs,False,False,,,
V0352,2025Q2,stall,web,True,True,2024Q4,2.0,4.0
V0352,2025Q2,stall,spend,True,True,2025Q1,1.0,3.0
V0353,2025Q2,stall,jobs,False,False,,,
V0353,2025Q2,stall,web,True,False,,,
V0353,2025Q2,stall,spend,False,False,,,
V0356,2025Q1,stall,jobs,True,True,2025Q1,0.0,2.0
V0356,2025Q1,stall,web,True,True,2024Q3,2.0,4.0
V0356,2025Q1,stall,spend,True,True,2024Q3,2.0,4.0
V0357,2025Q1,acceleration,jobs,True,True,2025Q1,0.0,2.0
V0357,2025Q1,acceleration,web,True,True,2024Q4,1.0,3.0
V0357,2025Q1,acceleration,spend,False,False,,,
V0358,2024Q4,stall,jobs,True,True,2024Q4,0.0,2.0
V0358,2024Q4,stall,web,True,True,2024Q2,2.0,4.0
V0358,2024Q4,stall,spend,False,False,,,
V0360,2024Q4,acceleration,jobs,True,True,2024Q3,1.0,3.0
V0360,2024Q4,acceleration,web,True,True,2024Q4,0.0,2.0
V0360,2024Q4,acceleration,spend,False,False,,,
V0365,2024Q3,stall,jobs,False,False,,,
V0365,2024Q3,stall,web,True,True,2024Q2,1.0,3.0
V0365,2024Q3,stall,spend,False,False,,,
V0367,2025Q1,stall,jobs,True,True,2025Q1,0.0,2.0
V0367,2025Q1,stall,web,True,True,2024Q3,2.0,4.0
V0367,2025Q1,stall,spend,False,False,,,
V0374,2024Q1,acceleration,jobs,False,False,,,
V0374,2024Q1,acceleration,web,True,True,2023Q4,1.0,3.0
V0374,2024Q1,acceleration,spend,True,True,2024Q2,-1.0,1.0
V0376,2025Q1,acceleration,jobs,False,False,,,
V0376,2025Q1,acceleration,web,True,True,2024Q4,1.0,3.0
V0376,2025Q1,acceleration,spend,True,False,,,
V0377,2023Q4,acceleration,jobs,False,False,,,
V0377,2023Q4,acceleration,web,True,True,2023Q4,0.0,2.0
V0377,2023Q4,acceleration,spend,True,True,2024Q1,-1.0,1.0
V0378,2023Q4,stall,jobs,False,False,,,
V0378,2023Q4,stall,web,True,True,2024Q1,-1.0,1.0
V0378,2023Q4,stall,spend,True,True,2024Q4,-4.0,-2.0
V0381,2024Q3,stall,jobs,True,True,2024Q3,0.0,2.0
V0381,2024Q3,stall,web,True,True,2024Q1,2.0,4.0
V0381,2024Q3,stall,spend,False,False,,,
V0383,2025Q2,stall,jobs,True,True,2025Q2,0.0,2.0
V0383,2025Q2,stall,web,True,True,2025Q1,1.0,3.0
V0383,2025Q2,stall,spend,False,False,,,
V0385,2025Q2,acceleration,jobs,False,False,,,
V0385,2025Q2,acceleration,web,True,True,2025Q2,0.0,2.0
V0385,2025Q2,acceleration,spend,False,False,,,
V0387,2025Q2,stall,jobs,True,True,2025Q1,1.0,3.0
V0387,2025Q2,stall,web,True,False,,,
V0387,2025Q2,stall,spend,False,False,,,
V0390,2023Q4,acceleration,jobs,False,False,,,
V0390,2023Q4,acceleration,web,True,True,2023Q4,0.0,2.0
V0390,2023Q4,acceleration,spend,True,True,2024Q2,-2.0,0.0
V0392,2025Q2,stall,jobs,False,False,,,
V0392,2025Q2,stall,web,True,True,2025Q1,1.0,3.0
V0392,2025Q2,stall,spend,False,False,,,
V0393,2024Q4,acceleration,jobs,True,True,2024Q4,0.0,2.0
V0393,2024Q4,acceleration,web,True,True,2024Q3,1.0,3.0
V0393,2024Q4,acceleration,spend,False,False,,,
V0395,2024Q4,stall,jobs,True,True,2024Q4,0.0,2.0
V0395,2024Q4,stall,web,True,True,2024Q2,2.0,4.0
V0395,2024Q4,stall,spend,False,False,,,
V0395,2025Q3,stall,jobs,True,True,2025Q1,2.0,4.0
V0395,2025Q3,stall,web,True,True,2025Q1,2.0,4.0
V0395,2025Q3,stall,spend,False,False,,,
V0396,2024Q2,stall,jobs,False,False,,,
V0396,2024Q2,stall,web,True,True,2024Q4,-2.0,0.0
V0396,2024Q2,stall,spend,False,False,,,
V0398,2025Q2,stall,jobs,False,False,,,
V0398,2025Q2,stall,web,True,True,2025Q1,1.0,3.0
V0398,2025Q2,stall,spend,True,True,2025Q1,1.0,3.0
V0406,2025Q2,stall,jobs,True,False,,,
V0406,2025Q2,stall,web,True,True,2024Q4,2.0,4.0
V0406,2025Q2,stall,spend,True,True,2024Q4,2.0,4.0
V0407,2024Q2,stall,jobs,False,False,,,
V0407,2024Q2,stall,web,True,True,2024Q1,1.0,3.0
V0407,2024Q2,stall,spend,False,False,,,
V0408,2024Q3,acceleration,jobs,True,True,2024Q2,1.0,3.0
V0408,2024Q3,acceleration,web,True,True,2024Q1,2.0,4.0
V0408,2024Q3,acceleration,spend,True,True,2024Q1,2.0,4.0
V0410,2024Q4,stall,jobs,False,False,,,
V0410,2024Q4,stall,web,False,False,,,
V0410,2024Q4,stall,spend,False,False,,,
V0411,2024Q2,stall,jobs,False,False,,,
V0411,2024Q2,stall,web,True,True,2023Q4,2.0,4.0
V0411,2024Q2,stall,spend,True,True,2024Q1,1.0,3.0
V0412,2024Q4,acceleration,jobs,False,False,,,
V0412,2024Q4,acceleration,web,True,True,2024Q3,1.0,3.0
V0412,2024Q4,acceleration,spend,True,True,2024Q4,0.0,2.0
V0416,2023Q4,stall,jobs,True,False,,,
V0416,2023Q4,stall,web,True,True,2023Q4,0.0,2.0
V0416,2023Q4,stall,spend,True,True,2023Q4,0.0,2.0
V0417,2023Q4,acceleration,jobs,True,False,,,
V0417,2023Q4,acceleration,web,True,True,2024Q1,-1.0,1.0
V0417,2023Q4,acceleration,spend,True,True,2024Q1,-1.0,1.0
V0418,2024Q2,acceleration,jobs,False,False,,,
V0418,2024Q2,acceleration,web,True,True,2024Q1,1.0,3.0
V0418,2024Q2,acceleration,spend,False,False,,,
V0420,2024Q4,stall,jobs,False,False,,,
V0420,2024Q4,stall,web,True,True,2024Q3,1.0,3.0
V0420,2024Q4,stall,spend,False,False,,,
